
Mortar,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Food Gathering and Preparation,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1913 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Mano/Grinding stone,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936."
Pestle,probably Ostionoid Tradition (archaeological culture) (attributed)  ,"Pecked, ground, carved",Food Gathering and Preparation,Near Puerto Plata; Puerto Plata; Puerto Plata Province; Dominican Republic,"Collection history unknown; formerly in the collection of Edward Hall (1852-1914, manager of the Central Dominican Railroad from 1892 to 1910); donated to MAI by Edward Hall's estate in 1940."
Mano/Grinding stone fragment,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936."
Mano/Grinding stone,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936."
Food grater,probably Ostionoid Tradition (archaeological culture) (attributed)  ,"Pecked, carved, ground",Food Gathering and Preparation,Île de la Gonâve; La Gonâve Arrondissement; Ouest Department; Haiti,"Collected or purchased from local residents in 1938 by Frank R. Crumbie, Jr. (1900-1960, an American who held several government positions in Haiti during its 1915-1934 occupation by the U.S.) during fieldwork sponsored by MAI."
Food grater part/fragment,probably Ostionoid Tradition (archaeological culture) (attributed)  ,"Pecked, ground, carved",Food Gathering and Preparation,Santiago de los Caballeros; Santiago Province; Dominican Republic,"Collected or acquired from local residents before 1924 by Harry E. (Henry) Hurst (1889-1979) while he was stationed in the Dominican Republic with the U.S. Marine Corps; purchased by MAI from Harry Hurst in 1925, possibly through his wife Dolores Ricardo Hurst (ca. 1899-1956)."
Food grater part/fragment,probably Ostionoid Tradition (archaeological culture) (attributed)  ,"Pecked, carved, ground",Food Gathering and Preparation,Near Puerto Plata; Puerto Plata; Puerto Plata Province; Dominican Republic,"Collection history unknown; formerly in the collection of Edward Hall (1852-1914, manager of the Central Dominican Railroad from 1892 to 1910); donated to MAI by Edward Hall's estate in 1940."
Basket strainer,Caddo  ,Plaited,Food Gathering and Preparation,Oklahoma; USA,"Collected from David Shemamy (Ci-mi-mi, Caddo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Mortar,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936."
Metate/Flat mortar,possibly Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Río Casas Grandes valley; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of and possibly collected by Andrew H. Blackiston (1877-1953, a businessman and amateur archaeologist with interests in Latin America); purchased by George Heye from Andrew Blackiston in 1914."
Metate/Flat mortar part/fragment,possibly Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Río Casas Grandes valley; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of and possibly collected by Andrew H. Blackiston (1877-1953, a businessman and amateur archaeologist with interests in Latin America); purchased by George Heye from Andrew Blackiston in 1914."
Spoon,Caddo  ,Carved,Food/Beverage Serving,Oklahoma; USA,"Items in this set were collected from several Caddo individuals (J. Squirrel, David Shemamy, Jo-o'i, Alfred Taylor, and Jenny Douglas) and Ka-ki (Kiowa) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Pestle,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of Edward Ledwidge (1870-1934, an El Paso, Texas, tax collector and prominent collector of Casas Grandes pottery); purchased by MAI from Edward Ledwidge in 1917 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Pestle,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Food Gathering and Preparation,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1917 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by MAI."
Mortar,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of Edward Ledwidge (1870-1934, an El Paso, Texas, tax collector and prominent collector of Casas Grandes pottery); purchased by MAI from Edward Ledwidge in 1917 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Pestle,"possibly Multiple archaeological cultures (attributed), including Archaic Age (Ortoiroid) and Ostionoid Traditions  ","Pecked, ground, carved",Food Gathering and Preparation,Near Puerto Plata; Puerto Plata; Puerto Plata Province; Dominican Republic,"Collection history unknown; formerly in the collection of Edward Hall (1852-1914, manager of the Central Dominican Railroad from 1892 to 1910); donated to MAI by Edward Hall's estate in 1940."
Pestle,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, ground, carved",Food Gathering and Preparation,Rancho Arriba (Maniel); Azua Province; Dominican Republic,"Formerly in the collection of Dr. Rodolpho Domingo Cambiaso Sosa (1852-1916, a historian and archaeologist from Santo Domingo, Dominican Republic) and possibly collected by him; purchased by Theodoor de Booy (1882-1919, MAI staff member) for MAI in 1913."
Pestle,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,"Ground, carved, grooved",Food Gathering and Preparation,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1912 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
title,culture/people,media/materials,object type,place,collection history
Blanket,Diné (Navajo)  ,"Dyed, woven",Furnishings (Home),Arizona or New Mexico; USA (inferred),"Purchased by Dr. David M. Nowlin (1866-1934) at a Chautauqua assembly near Montgomery City. Missouri, in the late 1920s or early 1930s as a gift for his daughter Fanny Nowlin Griffith (Fanny Pannill Nowlin/Mrs. Joseph Milton Griffith Jr., 1903-1998); given by Mrs. Griffith to her daughter Sue Ann Griffith in the 1970s; donated to NMAI by Sue Ann Griffith in 2017."
Backrest,Kiowa  ,"Cut, stitched",Furnishings (Home),Oklahoma; USA,"Collection history unknown; purchased from Frank Seawell Sneed (1876-1936, a storekeeper in Lawton, Oklahoma) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Mat,Chitimacha  ,Twill-plaited,Furnishings (Home),Near Baldwin; Baldwin; Saint Mary Parish; Louisiana; USA,"Collected from Delphine Stouff (Chitimacha, 1872-1940) in 1908 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Lamp part/fragment,Kalaallit (Greenland Eskimo)  ,Ground,Furnishings (Home),Greenland (Kalaallit Nunaat),Collection history unknown; formerly in the collection of the Academy of Natural Sciences of Philadelphia; lent to MAI by the Academy of Natural Sciences in 1929.
Lamp part/fragment,Netsilingmiut Inuit (Netsilik Eskimo) [Aivilingmiut/Aivilirmiut/Aivilik]  ,Aboriginally repaired,Furnishings (Home),"Murray Harbor, Lyon Inlet, Melville Peninsula; Kivalliq Region (Keewatin); Nunavut; Canada","Collected by polar explorer Captain Robert A. Bartlett (1875-1946), probably in 1933; acquired by MAI through an exchange with Captain Bartlett in 1933."
Seat,possibly Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, carved, ground",Furnishings (Home),Barrio Maygueyes; Comerío Municipality; Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1931.
Lamp,probably Inuvialuit Inupiaq (Mackenzie Delta Eskimo) (attributed)  ,Coiled/hand built,Furnishings (Home),Mackenzie River; Northwest Territories; Canada,"Collection history unknown; purchased by MAI in 1938 from Ye Olde Curiosity Shop (Seattle, Washington), which was owned and operated by James E. Standley (1854-1940), possibly using funds donated by Dr. Ralph C. Williams (1876-1940, an orthopedic surgeon in Brooklyn, New York)."
Seat,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, carved, ground",Furnishings (Home),Loíza; Loíza Municipality; Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1930.
Lamp and stand model,Kalaallit (Greenland Eskimo)  ,Carved,Furnishings (Home),Kitaa (West Greenland); Greenland (Kalaallit Nunaat),"Collected by Thorild Wulff (1877-1917, a Swedish botanist and polar explorer) between 1916 and 1917; formerly in the collection of the Naturhistoriska Riksmuseum (Stockholm, Sweden); acquired by MAI through an exchange with the Naturhistoriska Riksmuseum in 1922."
Seat,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, ground, carved",Furnishings (Home),Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1924.
Lamp stand,Tunumiit (East Greenland Eskimo) [Ammassalik] (Angmagsalik Eskimo)  ,Carved,Furnishings (Home),"Tasiilaq (Ammassalik, Angmagssalik); Ammassalik Municipality (Angmagssalik, Ammassallip); Tunu (East Greenland); Greenland (Kalaallit Nunaat)","Possibly collected during the Fourth Thule Expedition (1919-1920), led by Danish explorer Knud Rasmussen (1879-1933); formerly in the collection of the Nationalmuseet (National Museum, Copenhagen, Denmark); acquired by MAI through an exchange with the Nationalmuseet in 1922."
Lamp,Caribou Inuit (Caribou Eskimo) [Karnermiut/Qaermiut]  ,Aboriginally repaired,Furnishings (Home),Chesterfield Inlet (Igluigaarjuk); Kivalliq Region (Keewatin); Nunavut; Canada,"Collected between 1913 and 1916 by Christian Leden (1882-1957, Arctic explorer); purchased by MAI from Christian Leden in 1917 using funds donated by MAI trustee James B. Ford (1844-1928)."
Lamp and stand,Kalaallit (Greenland Eskimo)  ,Carved,Furnishings (Home),Greenland (Kalaallit Nunaat),Collection history unknown; formerly in the collection of the Academy of Natural Sciences of Philadelphia; lent to MAI by the Academy of Natural Sciences in 1929.
Lamp and stand model,Kalaallit (Greenland Eskimo)  ,Carved,Furnishings (Home),Kitaa (West Greenland); Greenland (Kalaallit Nunaat),"Collected by Thorild Wulff (1877-1917, a Swedish botanist and polar explorer) between 1916 and 1917; formerly in the collection of the Naturhistoriska Riksmuseum (Stockholm, Sweden); acquired by MAI through an exchange with the Naturhistoriska Riksmuseum in 1922."
Seat,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Carved, incised",Furnishings (Home),Cave; Maracayo; Camuy Municipality; Puerto Rico,Collection history unknown; purchased by MAI from an unknown source in 1925.
Lamp,Netsilingmiut Inuit (Netsilik Eskimo)  ,Aboriginally repaired,Furnishings (Home),King William Island and Boothia Peninsula; Kitkmeot Region (Qitirmiut); Nunavut; Canada,"Collected between 1913 and 1916 by Christian Leden (1882-1957, Arctic explorer); purchased by MAI from Christian Leden in 1917 using funds donated by MAI trustee James B. Ford (1844-1928)."
Chair seat/cover,Mi'kmaq (Micmac)  ,Quill embroidered,Furnishings (Home),Nova Scotia; Canada (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
Lamp,Inuit (Canadian Eskimo)  ,Coiled/hand built,Furnishings (Home),Hudson Bay; Nunavut; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1915; purchased by George Heye from W.O. Oldman in 1915."
title,culture/people,media/materials,object type,place,collection history
